school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
KV,F,17,Village,GT3,A,3,2,Farmer,Farmer,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10
KV,F,19,City,GT3,T,2,1,Government Service,Government Service,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
KV,M,18,City,GT3,T,4,4,Teacher,Government Service,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0
KV,M,18,City,LE3,T,3,4,Government Service,Farmer,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
KV,F,17,City,GT3,A,2,2,Homemaker,Homemaker,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0
KV,F,18,City,GT3,T,2,3,Homemaker,Farmer,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10
KV,F,18,City,GT3,T,3,2,Farmer,Government Service,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14
KV,M,18,Village,GT3,T,4,3,Teacher,Government Service,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16
KV,M,18,City,GT3,T,4,3,Teacher,Farmer,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9
KV,F,17,City,GT3,T,4,3,Doctor,Farmer,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
DPS,M,18,Village,GT3,T,3,2,Farmer,Farmer,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13
DPS,M,19,Village,GT3,T,1,1,Farmer,Government Service,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8
DPS,M,17,City,GT3,T,3,3,Doctor,Farmer,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13
DPS,M,18,City,LE3,T,1,3,Homemaker,Government Service,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8
DPS,M,19,Village,GT3,T,1,1,Farmer,Farmer,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8
DPS,M,17,Village,GT3,T,4,3,Government Service,Farmer,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
DPS,F,18,City,GT3,T,3,3,Government Service,Government Service,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9
DPS,F,17,Village,GT3,T,4,4,Teacher,Government Service,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
DPS,F,17,City,LE3,A,3,2,Government Service,Farmer,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11
DPS,M,18,City,LE3,T,1,1,Farmer,Government Service,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10
DPS,F,18,City,LE3,T,1,1,Homemaker,Government Service,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16
DPS,F,18,Village,LE3,A,1,4,Homemaker,Farmer,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13
DPS,M,18,Village,LE3,T,1,1,Homemaker,Farmer,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12
DPS,F,18,City,GT3,T,3,3,Government Service,Government Service,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10
DPS,F,17,City,LE3,T,4,4,Homemaker,Homemaker,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
DPS,F,17,Village,GT3,T,1,2,Farmer,Government Service,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12
DPS,M,18,Village,GT3,T,1,3,Homemaker,Farmer,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10
DPS,M,18,City,LE3,T,4,4,Teacher,Government Service,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13
DPS,F,17,Village,GT3,T,1,1,Farmer,Government Service,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0
DPS,F,18,City,GT3,T,2,3,Homemaker,Government Service,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10
DPS,F,18,Village,GT3,T,4,4,Farmer,Teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11
DPS,F,19,City,LE3,T,3,2,Government Service,Government Service,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9
DPS,M,18,Village,LE3,T,1,2,Homemaker,Government Service,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12
DPS,F,17,City,GT3,T,2,2,Farmer,Homemaker,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11
DPS,F,17,Village,GT3,T,1,2,Farmer,Farmer,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5
DPS,F,18,Village,LE3,T,4,4,Farmer,Farmer,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19
DPS,F,18,Village,GT3,T,1,1,Farmer,Farmer,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10
DPS,F,20,City,GT3,T,4,2,Doctor,Farmer,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15
DPS,F,18,Village,LE3,T,4,4,Teacher,Government Service,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
DPS,F,18,City,GT3,T,3,3,Farmer,Farmer,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15
DPS,F,17,Village,GT3,T,3,1,Homemaker,Farmer,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10
DPS,M,18,City,GT3,T,4,4,Teacher,Teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14
DPS,M,18,Village,GT3,T,2,1,Farmer,Farmer,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
DPS,M,17,City,GT3,T,2,3,Farmer,Government Service,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10
DPS,M,19,Village,GT3,T,1,1,Farmer,Government Service,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0
DPS,M,18,Village,GT3,T,4,2,Farmer,Farmer,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5
DPS,F,18,Village,GT3,T,2,2,Homemaker,Farmer,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10
DPS,F,18,Village,GT3,T,4,4,Teacher,Homemaker,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
DPS,F,19,Village,GT3,T,2,3,Government Service,Farmer,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
DPS,F,18,City,LE3,T,3,1,Teacher,Government Service,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8
DPS,F,18,City,GT3,T,1,1,Farmer,Farmer,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0
DPS,M,20,City,LE3,A,2,2,Government Service,Government Service,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9
DPS,M,17,City,LE3,T,3,1,Government Service,Government Service,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16
DPS,M,21,Village,GT3,T,1,1,Farmer,Farmer,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7
DPS,M,18,Village,LE3,T,3,2,Government Service,Farmer,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10
DPS,M,19,City,LE3,T,1,1,Farmer,Homemaker,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9
